Wavelength_nm,CD_0,CD_100,CD_200,CD_300,CD_400,CD_500,CD_600,CD_700,CD_800,CD_900,CD_1000,CD_900,CD_800,CD_700,CD_600,CD_500,CD_400,CD_300,CD_200,CD_100,CD_0
300.992708544,1.0,0.9089471481069333,0.8261849180517273,0.750958425072078,0.6825815188161394,0.620430524878429,0.5639385561867357,0.512590342353475,0.46591752982934764,0.4234944099914125,0.3849340362009228,0.4234944099914125,0.46591752982934764,0.512590342353475,0.5639385561867357,0.620430524878429,0.6825815188161394,0.750958425072078,0.8261849180517273,0.9089471481069333,1.0
301.075600753,1.0,0.9152738757137615,0.8377262675640903,0.7667489677006085,0.7017852993668617,0.64232575087045,0.5879039794699488,0.5380931538370037,0.4925026064074357,0.45077476936566296,0.41258237023128735,0.45077476936566296,0.4925026064074357,0.5380931538370037,0.5879039794699488,0.64232575087045,0.7017852993668617,0.7667489677006085,0.8377262675640903,0.9152738757137615,1.0
301.158479159,1.0,0.9200215363990164,0.8464396274380067,0.778742686504526,0.7164600428973917,0.6591586694349635,0.6064401717842866,0.5579380185790628,0.5133149930685323,0.4722608485795616,0.4344901514912715,0.4722608485795616,0.5133149930685323,0.5579380185790628,0.6064401717842866,0.6591586694349635,0.7164600428973917,0.778742686504526,0.8464396274380067,0.9200215363990164,1.0
301.24134376,1.0,0.9229640730065007,0.8518626800607493,0.7862386488311028,0.7256700256802825,0.6697673625606055,0.6181712129157583,0.570549820488097,0.5265969861708218,0.4860300991891698,0.44858831995138965,0.4860300991891698,0.5265969861708218,0.570549820488097,0.6181712129157583,0.6697673625606055,0.7256700256802825,0.7862386488311028,0.8518626800607493,0.9229640730065007,1.0
301.324194553,1.0,0.9237605626242783,0.8533335770599231,0.7882759052510625,0.7281781937378837,0.6726622979380381,0.621378902799382,0.5740053248528139,0.530243481835367,0.48981801710809475,0.452474567067282,0.48981801710809475,0.530243481835367,0.5740053248528139,0.621378902799382,0.6726622979380381,0.7281781937378837,0.7882759052510625,0.8533335770599231,0.9237605626242783,1.0
301.407031538,1.0,0.9221941944201709,0.8504421322222679,0.7842727970256868,0.7232518202587574,0.6669786297464471,0.6150838201544941,0.5672267280282549,0.523093195507606,0.4823935080378096,0.44486049253844806,0.4823935080378096,0.523093195507606,0.5672267280282549,0.6150838201544941,0.6669786297464471,0.7232518202587574,0.7842727970256868,0.8504421322222679,0.9221941944201709,1.0
301.489854713,1.0,0.9180164092709925,0.8427541276908064,0.7736621182010216,0.710234519739892,0.6520069435519236,0.5985530731392915,0.5494815429614501,0.504433073030155,0.46307783842067535,0.4251130544399212,0.46307783842067535,0.504433073030155,0.5494815429614501,0.5985530731392915,0.6520069435519236,0.710234519739892,0.7736621182010216,0.8427541276908064,0.9180164092709925,1.0
301.572664075,1.0,0.9111090560772431,0.8301197120659649,0.7563295872915341,0.6890987363604805,0.6278440992294183,0.5720344446125822,0.5211857628746398,0.4748570684536109,0.43264657541037627,0.3941882129371997,0.43264657541037627,0.4748570684536109,0.5211857628746398,0.5720344446125822,0.6278440992294183,0.6890987363604805,0.7563295872915341,0.8301197120659649,0.9111090560772431,1.0
301.655459623,1.0,0.9015533590947872,0.8127984592950943,0.73278118124456,0.6606413354324792,0.5956034151160177,0.5369682595861727,0.48410553815719565,0.43644697408200944,0.39348023555039113,0.35474342809786324,0.39348023555039113,0.43644697408200944,0.48410553815719565,0.5369682595861727,0.5956034151160177,0.6606413354324792,0.73278118124456,0.8127984592950943,0.9015533590947872,1.0
301.738241356,1.0,0.8899521318284683,0.7920147969460354,0.7048552569818157,0.6272874385814697,0.5582557932347983,0.4968209332949014,0.44214684872280674,0.3934895306021012,0.3501868466115233,0.3116495306802139,0.3501868466115233,0.3934895306021012,0.44214684872280674,0.4968209332949014,0.5582557932347983,0.6272874385814697,0.7048552569818157,0.7920147969460354,0.8899521318284683,1.0
